date,primary_type,description,location_description,arrest,beat,district,ward,community_area,latitude,longitude
2023-09-07 09:20:00,THEFT,$500 AND UNDER,DEPARTMENT STORE,True,0623,006,6,69,41.758302655,-87.621017668
2023-09-07 09:34:00,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,1112,011,27,23,41.896319598,-87.718782453
2023-09-07 12:20:00,NARCOTICS,POSSESS - COCAINE,SIDEWALK,True,2232,022,21,73,41.705935497,-87.65083102
2023-09-07 17:40:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,0513,005,9,49,41.693991151,-87.627937571
2023-09-07 12:05:00,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,VEHICLE NON-COMMERCIAL,True,0522,005,21,53,41.67791849,-87.632571688
2023-09-07 04:30:00,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,True,1125,011,27,27,41.877446676,-87.695000212
2023-09-07 17:25:00,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,True,1712,017,39,14,41.972731331,-87.73308907
2023-09-07 11:32:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,2212,022,19,75,41.687371442,-87.670281032
2023-09-07 22:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,2412,024,40,2,42.00202818,-87.680268931
2023-09-07 14:07:00,NARCOTICS,FOUND SUSPECT NARCOTICS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,1512,015,29,25,41.882208006,-87.767229383
2023-09-07 19:17:00,NARCOTICS,FOUND SUSPECT NARCOTICS,CTA PLATFORM,True,0111,001,42,32,41.885481891,-87.627935689
2023-09-07 05:20:00,BURGLARY,UNLAWFUL ENTRY,GAS STATION,True,1533,015,28,25,41.880487595,-87.745964635
2020-08-13 09:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,0922,009,15,58,41.814866973,-87.700541266
2023-09-07 14:49:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,0825,008,16,66,41.776832515,-87.683577859
2020-03-07 01:28:00,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,True,0621,006,6,69,41.757583114,-87.635689664
2020-03-20 01:02:00,ROBBERY,STRONG ARM - NO WEAPON,SMALL RETAIL STORE,True,1912,019,47,3,41.96162439,-87.666732017
2023-09-07 15:21:00,NARCOTICS,POSSESS - CRACK,ALLEY,True,0933,009,20,61,41.802662263,-87.663595929
2020-03-16 16:48:00,BATTERY,SIMPLE,AIRPORT PARKING LOT,True,1654,016,41,76,41.975548611,-87.888399886
2023-09-07 12:43:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,2432,024,49,1,41.998734156,-87.660613118
2023-09-07 13:45:00,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,2011,020,40,4,41.976214404,-87.689164079
2020-07-28 08:23:00,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,True,0612,006,17,71,41.755986834,-87.651843966
2020-07-31 08:48:00,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER (SPECIFY),True,1732,017,35,16,41.952838761,-87.716559762
2020-03-03 16:30:00,NARCOTICS,POSS: HEROIN(BLACK TAR),STREET,True,1131,011,28,26,41.873275606,-87.738481644
2020-09-12 22:00:00,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,True,0632,006,8,44,41.739755496,-87.602480917
2020-09-22 03:45:00,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,True,1654,016,41,76,41.977501441,-87.903979727
2020-06-03 20:17:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,0922,009,15,58,41.814594202,-87.694395799
2020-10-07 17:06:00,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,GAS STATION,True,2423,024,49,1,42.012915394,-87.674685821
2020-06-25 00:40:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,1114,011,28,26,41.883290347,-87.731819054
2020-08-31 02:30:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,1834,018,42,8,41.892085855,-87.6144317
2020-06-24 17:43:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),True,0735,007,17,67,41.760693307,-87.664923179
2020-07-14 05:29:00,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,True,0631,006,8,44,41.748851984,-87.601479923
2023-09-07 15:34:00,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,1121,011,27,23,41.89551534,-87.710595751
2020-07-15 16:10:00,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,True,0831,008,17,66,41.771735083,-87.698567866
2020-05-31 01:25:00,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),True,0223,002,4,38,41.802896506,-87.606425428
2020-05-05 14:28:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,0524,005,34,53,41.685070409,-87.643030376
2020-03-08 12:30:00,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,1913,019,46,3,41.966215356,-87.661069331
2020-10-07 10:30:00,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,AIRPORT/AIRCRAFT,True,1651,016,41,76,41.976290414,-87.905227221
2020-06-26 13:18:00,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,0212,002,3,35,41.831072829,-87.620138061
2020-03-30 18:49:00,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,True,1125,011,27,28,41.877529047,-87.688132855
2020-04-26 11:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,0823,008,23,66,41.781313042,-87.705626659
2020-06-29 13:56:00,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,VEHICLE NON-COMMERCIAL,True,1422,014,26,23,41.910091192,-87.708797211
2023-09-07 18:28:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,1915,019,46,3,41.955445198,-87.652829723
2020-07-26 04:00:00,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,True,0421,004,7,43,41.758565773,-87.563937436
2020-02-28 08:30:00,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,1134,011,24,29,41.868180939,-87.709271389
2023-09-07 11:58:00,NARCOTICS,POSSESS - COCAINE,STREET,True,0624,006,8,69,41.755835942,-87.605322125
2023-09-07 18:44:00,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA TRAIN,True,0123,001,4,32,41.867428687,-87.626342565
2020-09-04 13:55:00,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,True,1654,016,41,76,41.953900467,-87.907472601
2020-07-26 08:50:00,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,True,1654,016,41,76,,
2020-10-12 19:22:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,1624,016,38,15,41.953712315,-87.778023077
2020-03-10 15:48:00,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,RESIDENCE,True,2514,025,31,19,41.937213396,-87.768882242
2023-09-07 20:42:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,1432,014,32,22,41.929743818,-87.684273777
2020-03-31 18:43:00,NARCOTICS,MANUFACTURE / DELIVER - CRACK,STREET,True,0613,006,21,71,41.741482635,-87.647142312
2020-07-29 09:15:00,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,1134,011,24,29,,
2023-09-07 21:40:00,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,True,1113,011,28,26,41.877628303,-87.735371526
2019-10-15 10:20:00,BATTERY,SIMPLE,WAREHOUSE,True,0513,005,9,50,41.699403785,-87.605622083
2023-09-08 00:00:00,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,True,1434,014,32,24,41.9105506,-87.673185901
2020-10-19 12:49:00,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,True,0712,007,16,68,41.785980536,-87.653451443
2020-08-29 12:30:00,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,1522,015,29,25,41.879998167,-87.764862028
2020-08-24 07:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,1011,010,24,29,41.861826824,-87.731157564
2020-08-07 11:30:00,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,True,1022,010,24,29,41.856364943,-87.705385174
2020-07-30 23:40:00,NARCOTICS,POSSESS - HEROIN (WHITE),ALLEY,True,1132,011,28,26,41.876196728,-87.724060818
2020-05-04 01:14:00,THEFT,$500 AND UNDER,STREET,True,0832,008,16,66,41.771964817,-87.684184206
2020-08-25 00:05:00,BATTERY,SIMPLE,APARTMENT,True,0523,005,34,53,41.673715251,-87.634553597
2023-09-07 09:43:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,2422,024,49,1,42.017548537,-87.668190673
2020-08-28 13:32:00,NARCOTICS,POSSESS - HALLUCINOGENS,SIDEWALK,True,0735,007,17,67,41.765732098,-87.671127993
2023-09-07 17:09:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,1432,014,32,22,41.929743818,-87.684273777
2023-09-07 17:30:00,NARCOTICS,POSSESS - BARBITURATES,SIDEWALK,True,0122,001,34,32,41.876615415,-87.636504247
2020-09-01 19:31:00,NARCOTICS,POSSESS - CRACK,STREET,True,0723,007,16,68,41.776940758,-87.648355593
2023-09-07 15:25:00,ASSAULT,SIMPLE,CONVENIENCE STORE,True,0725,007,16,67,41.77220423,-87.663267662
2020-08-23 15:02:00,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,True,1113,011,28,26,41.877815001,-87.739089486
2020-09-21 18:45:00,NARCOTICS,POSSESS - AMPHETAMINES,JAIL / LOCK-UP FACILITY,True,2515,025,37,19,41.918711651,-87.76551063
2023-09-07 11:15:00,BATTERY,SIMPLE,CTA TRAIN,True,1654,016,41,76,41.978108446,-87.904122758
2020-09-30 09:00:00,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,1134,011,24,27,41.873699424,-87.704705156
2020-03-06 22:00:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,True,0934,009,20,61,41.799671899,-87.650695484
2020-07-18 10:35:00,NARCOTICS,POSSESS - HEROIN (TAN / BROWN TAR),HOSPITAL BUILDING / GROUNDS,True,1023,010,28,29,41.861359279,-87.694400341
2020-10-04 12:24:00,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,1121,011,27,23,41.901672474,-87.716523456
2020-08-08 17:15:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,0123,001,4,32,41.867414944,-87.627231186
2023-09-07 07:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,True,1125,011,27,27,41.878386896,-87.692347019
2023-09-07 12:06:00,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,True,2413,024,40,2,41.99794643,-87.677661888
2020-06-27 23:17:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,0131,001,3,33,41.852845735,-87.625897546
2023-09-07 18:45:00,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,SIDEWALK,True,0131,001,34,33,41.867428461,-87.626305854
2023-09-07 16:46:00,NARCOTICS,POSSESS - HEROIN (WHITE),PARK PROPERTY,True,1123,011,28,27,41.884363351,-87.714262554
2023-09-07 18:10:00,BATTERY,SIMPLE,RESIDENCE,True,0613,006,17,71,41.742416094,-87.6462896
2020-03-19 16:50:00,THEFT,RETAIL THEFT,DRUG STORE,True,2533,025,37,25,41.909636288,-87.745300725
2023-09-07 12:49:00,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,1834,018,42,8,41.890436396,-87.624113013
2023-09-07 12:43:00,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,STREET,True,1121,011,27,23,41.8927862,-87.711356826
2023-09-07 10:50:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,1833,018,2,8,41.896010965,-87.624279065
2023-09-07 15:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,0831,008,15,66,41.771719645,-87.69974844
2023-09-07 20:25:00,BATTERY,SIMPLE,STREET,True,0322,003,6,69,41.766587744,-87.620141588
2023-09-07 03:45:00,ASSAULT,AGGRAVATED - HANDGUN,BAR OR TAVERN,True,0812,008,13,64,41.777706021,-87.779617404
2023-09-07 17:47:00,NARCOTICS,POSSESS - CRACK,STREET,True,1834,018,42,8,41.889453169,-87.627994833
2023-09-07 20:09:00,OTHER OFFENSE,POSSESSION OF BURGLARY TOOLS,STREET,True,0212,002,4,36,41.830109681,-87.610058377
2023-09-07 12:44:00,ARSON,ATTEMPT ARSON,RESIDENCE,True,0632,006,6,44,41.741225757,-87.624269672
2019-10-16 18:04:00,NARCOTICS,POSS: CRACK,VACANT LOT/LAND,True,1131,011,28,26,41.875132462,-87.736173215
2023-09-07 10:03:00,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,BARBERSHOP,True,0223,002,4,39,41.808734193,-87.604356704
2023-09-07 12:16:00,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,ALLEY,True,0312,003,20,42,41.7758608,-87.613117202
2023-09-07 06:35:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,2515,025,31,19,41.926827638,-87.759698665
2023-09-07 18:00:00,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,True,2011,020,50,2,41.989182614,-87.705350536
2023-09-07 14:40:00,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,True,1122,011,28,26,41.880743528,-87.724498676
2023-09-07 16:42:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,1822,018,27,8,41.907722138,-87.645739645
2023-09-07 09:04:00,NARCOTICS,POSSESS - CRACK,ALLEY,True,1122,011,27,23,41.890518421,-87.719837034
2023-09-07 16:26:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,True,0512,005,9,50,41.707250544,-87.604006449
2023-09-07 12:44:00,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,STREET,True,0935,009,20,61,41.801599967,-87.64452445
2023-09-07 08:00:00,BATTERY,SIMPLE,GAS STATION,True,1133,011,24,27,41.87328131,-87.71974488
2023-09-07 09:40:00,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,POLICE FACILITY / VEHICLE PARKING LOT,True,0321,003,6,42,41.76680404,-87.605619683
2023-09-07 21:03:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,0735,007,17,67,41.758651004,-87.673374235
2023-09-07 20:35:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,1913,019,46,3,41.963070794,-87.655984213
2020-09-04 00:00:00,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,True,0522,005,9,49,,
2023-09-07 10:11:00,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,ALLEY,True,1135,011,28,27,41.87354506,-87.693647455
2023-09-07 00:07:00,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,True,1422,014,26,23,41.910049472,-87.712236304
2022-12-20 16:30:00,ARSON,BY FIRE,RESIDENCE - GARAGE,True,0835,008,18,70,41.754500145,-87.686628806
2023-09-07 16:38:00,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,1133,011,24,26,41.873229682,-87.720354876
2023-09-07 14:13:00,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,True,1421,014,1,22,41.917522616,-87.69335542
2023-09-07 12:38:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,1934,019,44,6,41.932892608,-87.64033523
2023-09-07 18:07:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,2521,025,31,20,41.931582515,-87.742747165
2023-09-07 01:53:00,ASSAULT,SIMPLE,STREET,True,2024,020,48,3,41.973302246,-87.655699298
2023-09-07 16:16:00,NARCOTICS,POSSESS - CRACK,ALLEY,True,1112,011,27,23,41.896029696,-87.719993652
2023-09-07 18:12:00,DECEPTIVE PRACTICE,STOLEN PROPERTY BUY / RECEIVE / POSSESS,ALLEY,True,1123,011,28,27,41.877753534,-87.710907757
2023-09-07 12:11:00,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,SMALL RETAIL STORE,True,0131,001,3,33,41.859746945,-87.630270643
2023-09-07 17:52:00,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,1121,011,27,23,41.892316302,-87.713778083
2020-09-13 08:30:00,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,HOTEL / MOTEL,True,0413,004,8,48,41.728866416,-87.585474026
2023-09-07 19:48:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,True,1124,011,28,27,41.876720197,-87.701088107
2023-09-07 21:30:00,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,True,1533,015,28,25,41.880421626,-87.751333872
2023-09-07 20:19:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,1834,018,42,8,41.890875879,-87.627296058
2023-09-07 16:50:00,ASSAULT,AGGRAVATED POLICE OFFICER - HANDGUN,STREET,True,0513,005,9,49,41.692519112,-87.628656643
2023-09-07 10:03:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,True,0511,005,9,49,41.715669106,-87.620463064
2020-08-20 07:55:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,True,1121,011,27,23,41.896058403,-87.715111949
2023-09-07 01:57:00,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,True,2022,020,48,77,41.984438243,-87.656636831
2023-09-07 22:40:00,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,1633,016,30,15,41.93858355,-87.76570192
2023-09-07 06:42:00,BURGLARY,UNLAWFUL ENTRY,ALLEY,True,1723,017,33,14,41.961331283,-87.720507591
2023-09-07 08:30:00,BURGLARY,UNLAWFUL ENTRY,SMALL RETAIL STORE,True,0122,001,34,32,41.882834231,-87.633855092
2023-09-07 06:40:00,BATTERY,SIMPLE,PARK PROPERTY,True,1234,012,25,31,41.856452071,-87.671062912
2023-09-07 19:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,1522,015,29,25,41.878205814,-87.764789785
2023-09-07 08:10:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,2422,024,49,1,42.019399237,-87.675049485
2023-09-07 17:09:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,True,2412,024,50,2,42.002066067,-87.699760404
2023-09-07 19:53:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,2522,025,26,19,41.918084655,-87.746152763
2023-09-07 17:32:00,NARCOTICS,POSSESS - CRACK,RESIDENCE - GARAGE,True,2024,020,48,3,41.972101049,-87.654899332
2023-09-07 23:26:00,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,True,2413,024,50,2,41.995048617,-87.689794533
2023-09-07 23:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,1422,014,26,23,41.90733266,-87.710712356
2023-08-30 10:44:00,OTHER OFFENSE,LICENSE VIOLATION,CAR WASH,True,2212,022,19,72,41.700551523,-87.658332506
2023-09-07 16:43:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,0423,004,7,46,41.738565945,-87.561168063
2023-09-07 09:07:00,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,True,1913,019,46,3,41.96416436,-87.656682274
2023-09-07 09:00:00,WEAPONS VIOLATION,UNLAWFUL USE - OTHER DANGEROUS WEAPON,CTA PLATFORM,True,2422,024,49,1,42.018498254,-87.672983233
2020-03-13 18:11:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),True,0221,002,4,38,41.809519024,-87.607384952
2022-01-24 04:10:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,0131,001,3,33,41.856106646,-87.625571623
2022-01-26 17:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,2424,024,49,1,42.007247653,-87.673555844
2022-01-30 05:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,1224,012,27,28,41.885105137,-87.646823184
2022-02-13 03:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,1935,019,43,7,41.930854704,-87.65197396
2022-02-20 10:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,1924,019,44,6,41.943544791,-87.655823353
2023-06-25 00:00:00,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,OTHER (SPECIFY),True,1233,012,28,28,41.865529454,-87.676211793
2023-07-01 23:20:00,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,True,0424,004,10,46,41.727464255,-87.546863661
2023-07-19 17:40:00,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",RESIDENCE,True,0622,006,6,71,41.747009807,-87.643041522
2023-08-29 08:41:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,True,2532,025,37,25,41.903519149,-87.761005708
2023-08-29 22:15:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,1012,010,24,29,41.855740782,-87.726083018
2023-08-31 21:30:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,1134,011,24,29,41.867636169,-87.704485536
2023-09-02 03:12:00,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,SIDEWALK,True,0935,009,20,37,41.794533814,-87.631438536
2023-09-03 13:41:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VEHICLE - COMMERCIAL,True,1122,011,28,27,41.880805599,-87.719661885
2023-09-07 01:13:00,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,True,2514,025,30,19,41.929354361,-87.772891047
2023-08-28 02:18:00,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,True,1522,015,29,25,41.877497517,-87.760316286
2022-12-24 08:00:00,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE - PORCH / HALLWAY,True,1023,010,25,30,41.853067647,-87.69912978
2023-09-02 23:30:00,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,True,1023,010,28,29,41.861359279,-87.694400341
2023-07-22 15:02:00,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,True,2532,025,37,25,41.909492928,-87.75653279
2023-09-01 21:25:00,LIQUOR LAW VIOLATION,EMPLOY MINOR,RESTAURANT,True,1631,016,38,17,41.940365676,-87.806830281
2023-08-16 21:13:00,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,0724,007,16,68,41.778838798,-87.653266576
2023-09-08 06:06:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,0312,003,20,69,41.779196943,-87.615602304
2023-09-08 11:00:00,OTHER OFFENSE,LICENSE VIOLATION,OTHER (SPECIFY),True,1511,015,29,25,41.894736149,-87.773520691
2023-09-08 18:15:00,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA PLATFORM,True,0123,001,4,32,41.867428687,-87.626342565
2023-09-08 23:24:00,HOMICIDE,FIRST DEGREE MURDER,STREET,True,0611,006,17,71,41.747532761,-87.667009237
2023-09-08 18:33:00,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,True,1031,010,22,30,41.837671695,-87.724367659
2023-09-08 13:31:00,ASSAULT,SIMPLE,CTA BUS,True,1232,012,34,28,41.875820724,-87.647175913
2023-09-08 23:53:00,BATTERY,SIMPLE,CTA TRAIN,True,0915,009,11,34,41.830954079,-87.630703226
2023-09-08 22:03:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,0512,005,9,49,41.702890805,-87.612427014
2023-09-08 08:04:00,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,True,0321,003,6,42,41.770491937,-87.608155078
2023-09-08 21:45:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,1023,010,25,30,41.85557994,-87.693426403
2023-09-08 13:14:00,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,True,1622,016,45,10,41.986998233,-87.784020001
2023-09-08 16:30:00,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,DRUG STORE,True,1522,015,29,25,41.870147441,-87.755741123
2023-09-08 09:37:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,0512,005,9,49,41.702788818,-87.620715211
2023-09-08 23:14:00,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,0935,009,20,37,41.801193755,-87.633166641
2023-09-08 12:03:00,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,0623,006,17,44,41.75093383,-87.626288377
2023-09-08 12:46:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,True,1421,014,26,24,41.910676878,-87.697013153
2023-09-08 11:35:00,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,1532,015,28,25,41.88479231,-87.752781515
2023-09-08 15:35:00,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,0725,007,16,67,41.778883826,-87.664206366
2021-07-19 00:00:00,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,APARTMENT,True,1034,010,25,31,,
2023-09-08 08:03:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,True,0211,002,3,35,41.837871585,-87.623435005
2023-09-08 20:29:00,NARCOTICS,POSSESS - CRACK,GROCERY FOOD STORE,True,0312,003,20,69,41.779577735,-87.630138783
2023-09-08 11:00:00,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,STREET,True,1225,012,28,28,41.872618277,-87.684976882
2023-09-08 21:56:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,0424,004,10,46,41.736955209,-87.545828233
2023-09-08 06:40:00,MOTOR VEHICLE THEFT,AUTOMOBILE,SIDEWALK,True,0523,005,9,53,41.669817453,-87.638036256
